travel_days,photo_num,person_num_qinzi,title_length,playmode1,playmode2,read_num_transformed
-0.681225844,-0.798346687,0,0.924703684,1,1,8.433594168
-1.12610084,-0.597679202,0,-0.63640008,0,1,7.846198815
-1.12610084,-0.745539454,0,0.924703684,1,1,8.217438538
-1.570975835,-0.671609328,0,0.924703684,0,1,7.884576511
-1.570975835,-0.597679202,0,0.924703684,0,1,7.758760544
-1.570975835,-0.682170775,0,1.314979626,1,1,7.681560363
-0.236350849,-0.935645493,0,-1.026676021,0,1,7.502738211
-0.681225844,-0.41813461,0,0.729565714,0,1,10.87804719
-1.12610084,-0.734978008,0,-0.246124139,0,1,8.383890344
-1.12610084,-0.608240649,0,-1.416951962,0,1,8.046869511
0.208524147,0.236675077,0,-0.246124139,1,0,8.19007705
-1.12610084,-0.81946958,0,-0.63640008,1,1,8.53542596
1.098274138,1.76808483,0,0.924703684,1,1,9.090430075
0.208524147,2.021559548,0,1.705255567,1,1,8.638702609
1.988024129,10.34397945,0,1.314979626,1,0,8.228710799
1.098274138,-0.154098446,1,-0.63640008,1,1,8.441607204
0.208524147,-0.555433416,0,0.729565714,1,0,7.444248649
1.098274138,-0.470941843,0,0.729565714,1,0,7.399398083
0.208524147,-0.323081591,0,-0.441262109,1,1,8.433376705
-0.681225844,-0.85115392,1,-0.63640008,1,1,6.263398263
1.543149133,-0.777223794,0,-0.63640008,1,0,7.939515261
1.543149133,-0.41813461,0,-1.221813991,0,1,8.032360148
1.098274138,-0.185782786,0,0.144151802,0,1,8.748622322
-0.681225844,-0.787785241,0,0.924703684,1,1,9.472704636
-2.015850831,-0.766662347,0,-0.441262109,0,1,6.951772164
-1.570975835,-0.935645493,0,0.144151802,0,1,8.095598701
-0.681225844,-0.872276813,0,-1.221813991,0,1,6.504288174
-1.570975835,-0.893399706,0,0.144151802,0,1,6.426488457
-1.12610084,-0.914522599,0,1.510117596,1,1,7.424761762
-1.570975835,-0.872276813,0,-0.246124139,1,0,7.063048163
-1.570975835,-0.903961153,0,-1.612089932,0,1,6.423246964
-0.681225844,-0.935645493,0,-1.221813991,0,1,6.11368218
-0.681225844,-0.935645493,0,0.729565714,1,0,7.061334367
-0.681225844,-0.914522599,0,-1.416951962,0,1,6.790097236
-0.236350849,2.454578858,0,-0.050986168,1,1,10.57131693
-0.236350849,0.183867844,0,0.534427743,1,0,9.798127037
0.208524147,0.173306398,1,0.729565714,1,0,9.546812609
0.653399142,-0.587117756,0,-0.246124139,0,1,9.305650552
-0.681225844,-0.238590019,0,0.924703684,0,1,9.305650552
0.208524147,-0.027361087,0,-0.63640008,1,0,8.498621806
-0.236350849,1.419557093,0,-0.83153805,1,0,8.821289805
-1.12610084,-0.132975553,0,1.705255567,0,1,8.482394686
-0.681225844,-0.217467126,0,-1.026676021,1,1,9.175024027
-0.681225844,-0.798346687,0,-0.83153805,1,0,8.055792451
-1.12610084,-0.492064737,0,0.729565714,1,1,8.248529125
0.208524147,0.014884699,0,-1.026676021,1,1,8.284504227
1.098274138,2.623562003,0,4.632325124,1,1,10.37349118
-0.681225844,0.183867844,0,-1.221813991,1,0,8.111628078
-0.681225844,0.014884699,0,0.144151802,1,1,9.61580548
-1.12610084,-0.671609328,0,-1.416951962,0,1,9.210340372
-1.12610084,0.078253378,0,-1.026676021,1,1,9.903487553
-0.681225844,1.261135395,0,-1.221813991,0,1,7.023758955
-0.681225844,-0.48150329,0,0.534427743,1,1,7.782807263
0.208524147,-0.069606874,0,0.924703684,1,1,8.336150816
-0.681225844,-0.502626183,0,-0.441262109,1,0,8.026823576
-0.681225844,-0.323081591,0,-1.416951962,1,0,9.61580548
-1.12610084,-0.354765931,0,0.144151802,1,1,8.279443488
-1.12610084,-0.344204484,0,-0.246124139,1,1,8.508354243
-0.681225844,-0.375888824,0,-1.221813991,1,1,7.774015077
-0.236350849,-0.354765931,0,-0.441262109,1,0,7.919719761
-0.681225844,-0.523749076,0,-1.026676021,1,1,7.909489493
-1.12610084,-0.671609328,0,-1.416951962,1,0,8.051659557
-2.015850831,-0.724416561,0,-1.612089932,1,0,7.145984468
-0.236350849,-0.629363542,0,1.119841655,1,1,7.252762418
-0.236350849,1.630786025,0,0.729565714,1,1,10.20359214
-2.015850831,-0.766662347,0,0.534427743,1,1,6.879355804
1.988024129,1.06046791,0,-0.441262109,1,1,8.72955887
0.208524147,-0.650486435,0,-1.416951962,0,1,7.607878073
-0.236350849,-0.830031027,0,-0.83153805,1,0,8.14293601
1.543149133,4.355639241,0,1.510117596,1,0,9.149421957
1.098274138,1.535733006,0,1.510117596,1,0,9.392661929
1.988024129,0.775308852,0,1.510117596,1,0,8.171882006
1.098274138,1.535733006,0,-0.63640008,1,1,8.266678443
-1.570975835,-0.745539454,0,-0.83153805,0,1,7.275172319
1.988024129,0.204990737,0,-1.026676021,0,1,8.202482447
1.543149133,-0.41813461,0,1.314979626,1,1,10.04324949
1.098274138,0.109937718,0,-0.441262109,1,1,9.472704636
0.653399142,-0.280835805,0,0.339289773,1,1,9.150908788
0.208524147,-0.259712912,0,0.534427743,1,1,7.19142933
-1.570975835,0.057130485,0,-0.83153805,1,1,8.134174272
0.208524147,0.046569039,0,0.339289773,1,1,7.917900586
1.098274138,0.458465455,1,0.534427743,0,1,9.305650552
1.098274138,-0.925084046,0,1.510117596,1,0,7.229113878
-1.570975835,-0.576556309,0,-0.050986168,0,1,7.511524648
0.653399142,-0.713855115,0,-0.441262109,1,1,7.520776415
-1.570975835,-0.830031027,0,-1.026676021,1,1,8.368229038
-0.236350849,-0.587117756,0,-0.63640008,1,1,6.993015123
-1.570975835,-0.914522599,0,-1.026676021,0,1,6.356107661
-0.681225844,-0.925084046,0,1.119841655,0,1,7.613818685
-0.681225844,-0.872276813,0,-0.83153805,0,1,6.156978986
-1.12610084,-0.756100901,0,-0.83153805,0,1,5.955837369
-1.12610084,-0.682170775,0,-0.83153805,1,1,10.66895539
0.208524147,-0.840592473,0,-0.246124139,1,1,7.645397699
0.208524147,-0.840592473,0,-1.221813991,1,1,6.721425701
-0.681225844,-0.935645493,0,-0.83153805,1,0,6.964135612
-1.12610084,2.1694198,0,-0.050986168,1,1,11.35040654
-0.236350849,1.947629422,0,1.119841655,1,1,9.095041748
1.098274138,-0.217467126,0,-1.612089932,0,1,8.311398278
-1.570975835,0.363412436,0,1.314979626,1,1,9.740968623
-0.236350849,0.226113631,0,-0.050986168,1,0,9.061144066
-1.12610084,0.6274486,0,-0.050986168,1,1,9.009936308
-1.12610084,0.004323252,0,0.729565714,0,1,8.637993892
-1.570975835,-0.365327378,1,-0.246124139,1,1,8.480529207
0.208524147,2.887598167,0,-1.416951962,1,1,8.364275085
-0.681225844,-0.534310523,1,-0.050986168,1,1,8.242229891
1.988024129,-0.439257504,1,-1.221813991,0,1,8.700347735
-1.570975835,-0.671609328,0,-0.246124139,0,1,7.069874128
-1.12610084,-0.555433416,0,1.510117596,0,1,7.944492164
-1.570975835,-0.777223794,0,1.314979626,0,1,8.102586425
-0.681225844,-0.618802095,0,-0.246124139,0,1,7.709308333
-1.12610084,-0.671609328,0,0.144151802,0,1,7.800982071
0.208524147,-0.312520145,0,-0.050986168,1,1,7.529406458
-1.570975835,-0.81946958,0,-1.221813991,0,1,7.510430556
-1.12610084,-0.270274358,0,-0.63640008,1,1,8.060540047
-1.12610084,-0.777223794,0,-0.83153805,1,1,8.157370441
-2.015850831,-0.914522599,0,-0.441262109,0,1,6.907755279
-0.681225844,0.65913294,0,-1.612089932,1,1,9.125653564
1.988024129,0.891484765,0,-0.050986168,0,1,9.680344001
0.653399142,-0.228028572,0,0.534427743,1,0,8.060855753
0.208524147,0.986537784,0,1.314979626,0,1,8.416046009
0.208524147,0.363412436,0,0.534427743,0,1,8.260751355
-0.681225844,-0.502626183,0,1.314979626,1,1,10.81977828
-0.681225844,1.166082376,0,0.729565714,1,1,8.27512163
1.543149133,1.873699296,0,1.314979626,1,1,8.904222737
1.098274138,2.665807789,0,-1.612089932,0,1,8.763897007
1.098274138,0.194429291,0,0.729565714,0,1,9.03539157
1.543149133,3.024896973,1,3.07122136,1,1,8.530306831
1.988024129,0.817554639,0,0.534427743,1,1,8.136518252
1.543149133,0.99709923,0,0.339289773,0,1,8.768885326
1.988024129,1.757523384,0,-1.612089932,1,1,9.047821442
1.543149133,0.785870299,0,0.729565714,1,1,8.631949429
1.543149133,1.715277598,0,-0.050986168,0,1,8.443546651
0.653399142,0.733063066,0,-1.612089932,1,1,7.971776123
-1.12610084,0.088814825,0,-0.050986168,0,1,9.852194258
0.208524147,0.120499165,0,-0.441262109,1,1,7.726653665
-1.12610084,0.500711241,0,2.095531508,1,1,8.224163513
0.653399142,0.384535329,0,-0.63640008,1,1,7.766840537
0.653399142,0.384535329,0,-1.612089932,0,1,8.15536212
-1.12610084,-0.44981895,0,-0.441262109,1,0,8.372860821
0.653399142,-0.48150329,0,1.510117596,1,1,8.599326021
0.208524147,0.65913294,0,1.510117596,1,0,8.717190933
0.653399142,0.247236524,0,1.119841655,1,1,8.094073148
-1.570975835,-0.734978008,0,-0.63640008,0,1,7.843848638
-1.12610084,0.416219669,0,-0.63640008,1,1,8.26898821
1.543149133,-0.08016832,0,0.924703684,1,1,8.276649125
-0.681225844,-0.555433416,0,-1.416951962,1,1,7.607878073
1.543149133,-0.798346687,0,-1.026676021,1,0,7.474772182
-0.236350849,-0.555433416,0,0.339289773,1,0,7.494430215
1.098274138,-0.48150329,0,-1.612089932,0,1,7.598399329
1.543149133,-0.935645493,0,1.119841655,1,0,7.87207398
-1.570975835,-0.787785241,0,-0.246124139,0,1,5.846438775
-0.236350849,3.447354836,0,0.924703684,1,1,11.36210258
-0.236350849,0.923169104,0,2.095531508,1,1,8.918382505
0.208524147,0.733063066,0,-0.246124139,1,0,8.685246776
-0.681225844,-0.344204484,0,1.314979626,1,1,9.740968623
-1.570975835,1.651908918,0,0.534427743,1,0,8.685246776
1.098274138,-0.470941843,0,1.119841655,1,1,8.894121641
-0.681225844,0.247236524,0,1.900393537,0,1,9.054621797
-0.236350849,0.215552184,0,-1.221813991,1,0,8.919586921
0.208524147,-0.734978008,0,1.314979626,1,1,8.800264651
-1.570975835,-0.059045427,0,0.339289773,1,0,9.121399863
1.543149133,0.226113631,0,-1.416951962,1,1,8.850374304
-0.681225844,0.500711241,0,-1.026676021,1,0,9.546812609
-0.681225844,-0.629363542,0,-1.807227903,0,1,8.270525095
-0.236350849,0.817554639,1,1.510117596,1,1,10.1266311
-0.681225844,-0.608240649,0,0.144151802,1,0,8.45616849
-1.12610084,0.648571494,0,-1.026676021,0,1,8.3854887
-0.681225844,-0.397011717,0,-0.441262109,0,1,8.07121854
0.208524147,0.046569039,0,-0.246124139,1,1,10.16585182
0.208524147,-0.090729767,0,-1.026676021,1,0,8.150467912
0.208524147,0.680255833,0,-0.246124139,1,0,9.060795735
-0.236350849,-0.259712912,0,0.729565714,1,0,8.08147504
-1.570975835,-0.587117756,0,-0.246124139,1,1,11.06663836
-0.681225844,-0.164659893,0,0.924703684,0,1,9.148039346
0.653399142,-0.238590019,0,0.729565714,0,1,8.752423404
-1.12610084,-0.196344232,0,-1.807227903,0,1,8.228443883
0.208524147,-0.650486435,1,-1.026676021,1,0,10.16585182
-1.12610084,-0.428696057,0,-1.026676021,1,1,8.699514748
1.098274138,-0.08016832,0,-1.026676021,0,1,8.253488028
-1.12610084,-0.798346687,0,0.339289773,1,0,7.941651253
-1.12610084,-0.608240649,0,-0.441262109,1,1,8.072779333
-0.236350849,0.648571494,0,1.119841655,1,1,8.357962966
-0.681225844,-0.249151465,0,-0.246124139,0,1,8.13123655
-0.236350849,-0.270274358,0,-1.612089932,1,0,7.475905969
-0.681225844,-0.830031027,0,0.924703684,1,0,9.200492036
-0.236350849,-0.534310523,0,-0.63640008,1,0,7.554858521
0.208524147,-0.935645493,0,-0.63640008,0,1,8.186464429
-0.681225844,-0.407573164,0,-1.026676021,0,1,9.084777149
-0.681225844,-0.639924989,0,-0.83153805,0,1,6.774223886
-0.236350849,-0.428696057,0,-0.63640008,0,1,7.765993079
-0.681225844,-0.492064737,0,0.144151802,0,1,8.062432792
-0.681225844,-0.639924989,0,-0.050986168,1,1,9.054621797
-0.681225844,-0.270274358,0,-1.612089932,1,0,7.843064017
-2.015850831,-0.41813461,0,1.510117596,0,1,8.080546966
0.653399142,-0.798346687,1,-1.612089932,1,1,7.661997559
-0.681225844,-0.692732221,0,-1.416951962,0,1,10.4341158
-0.236350849,-0.597679202,0,0.144151802,1,0,7.906547232
-1.570975835,-0.777223794,0,-0.441262109,1,1,8.336150816
0.208524147,-0.787785241,0,-1.416951962,0,1,8.286521374
-0.681225844,-0.724416561,0,0.339289773,0,1,10.46310334
-0.681225844,-0.703293668,0,-0.83153805,0,1,7.754052639
-0.681225844,-0.935645493,1,-1.221813991,0,1,8.966356155
-2.015850831,-0.639924989,0,0.729565714,1,0,7.390181428
-1.12610084,-0.777223794,0,-0.050986168,0,1,8.455955882
1.098274138,2.021559548,0,0.924703684,1,1,8.879750799
-0.681225844,2.549631877,0,1.510117596,0,1,9.798127037
0.653399142,-0.81946958,0,-0.441262109,1,0,7.825245291
0.653399142,2.422894518,0,0.534427743,0,1,9.00146948
0.208524147,-0.576556309,1,0.534427743,1,1,9.392661929
1.543149133,4.587991066,0,-0.050986168,0,1,8.496378052
1.988024129,-0.11185266,0,0.339289773,1,0,8.56674497
-0.236350849,-0.154098446,0,-0.83153805,0,1,8.350666241
0.208524147,0.838677532,0,1.119841655,1,0,8.974997713
1.098274138,-0.639924989,0,-0.83153805,1,1,7.838343316
-0.236350849,0.300043757,0,1.510117596,0,1,8.898911906
1.098274138,0.711940173,0,-0.441262109,1,1,8.342839804
-0.236350849,-0.565994863,0,0.729565714,1,1,8.588024372
-0.236350849,-0.407573164,0,-0.050986168,0,1,8.231376046
1.098274138,-0.692732221,0,-0.63640008,0,1,7.899895323
-1.12610084,-0.766662347,0,-1.612089932,1,0,7.409136444
0.653399142,-0.016799641,1,1.119841655,1,1,8.444837529
1.988024129,-0.397011717,0,-0.050986168,1,1,8.397282895
0.653399142,-0.238590019,0,0.144151802,1,0,7.933438388
0.208524147,-0.682170775,0,0.534427743,1,1,7.733245647
0.653399142,-0.766662347,0,-1.807227903,1,1,8.353497099
-0.681225844,-0.756100901,0,1.314979626,0,1,7.643482907
0.653399142,-0.059045427,0,-0.050986168,0,1,7.961718816
0.653399142,-0.217467126,0,0.534427743,0,1,8.549660382
0.208524147,-0.935645493,0,0.534427743,1,1,7.784889296
-1.12610084,-0.893399706,0,-1.026676021,0,1,6.65929392
0.208524147,-0.713855115,0,0.339289773,1,1,7.425953657
1.988024129,2.898159614,0,0.534427743,0,1,8.55101474
1.543149133,0.912607658,0,0.339289773,1,0,9.305650552
1.098274138,1.504048666,0,-1.221813991,0,1,7.940227765
0.653399142,1.250573948,0,0.924703684,1,1,9.003808086
1.098274138,1.018222124,0,1.314979626,1,0,9.188094763
-2.015850831,-0.745539454,1,-0.441262109,0,1,7.558516743
1.098274138,0.849238978,0,-0.050986168,0,1,8.598957493
1.988024129,-0.238590019,0,0.729565714,1,0,9.014690385
1.988024129,-0.354765931,0,1.510117596,1,0,8.03592637
-0.236350849,0.479588348,0,0.144151802,0,1,9.680344001
1.988024129,1.218889609,0,-0.246124139,1,1,8.744966011
1.098274138,-0.238590019,0,-0.63640008,0,1,7.924434185
1.988024129,0.405658222,0,0.729565714,0,1,8.599141774
-0.236350849,-0.090729767,0,1.510117596,1,0,7.473069088
0.208524147,0.891484765,0,-0.246124139,1,1,8.580543507
0.208524147,0.141622058,0,0.729565714,0,1,8.459564079
-0.236350849,-0.650486435,0,-0.050986168,1,1,7.725771442
0.653399142,-0.724416561,0,0.144151802,0,1,6.887552572
1.988024129,0.183867844,0,-0.050986168,0,1,8.948455992
0.653399142,-0.016799641,0,-0.63640008,0,1,9.140132477
1.988024129,0.036007592,0,-0.63640008,0,1,8.412277021
0.208524147,0.500711241,0,0.729565714,0,1,8.965334574
1.988024129,0.278920863,0,-1.807227903,1,0,8.104401308
-0.681225844,-0.544871969,0,-0.63640008,1,0,7.918628653
-0.236350849,0.849238978,0,1.119841655,1,1,9.852194258
-0.681225844,-0.534310523,0,1.119841655,0,1,8.817594036
-0.681225844,-0.587117756,0,-0.63640008,1,1,8.616495392
-0.236350849,-0.808908134,0,0.729565714,1,1,8.311643949
0.653399142,0.247236524,0,-0.63640008,1,1,9.123256265
1.543149133,-0.164659893,0,0.339289773,0,1,8.079618029
1.098274138,-0.692732221,0,1.119841655,0,1,8.173011312
1.543149133,3.500162069,0,0.924703684,1,0,9.305650552
1.098274138,0.764747406,0,0.729565714,1,1,8.861491864
-0.236350849,0.72250162,0,-0.441262109,0,1,8.683215975
1.988024129,0.025446146,0,0.339289773,0,1,8.502282579
0.208524147,-0.259712912,0,0.534427743,1,1,7.19142933
1.988024129,0.236675077,0,1.119841655,1,0,8.543445563
1.988024129,0.711940173,1,1.314979626,1,0,8.845633256
1.543149133,0.754185959,0,0.924703684,1,0,8.688285266
0.653399142,-0.713855115,0,1.119841655,0,1,7.785305183
-0.236350849,-0.650486435,0,-0.050986168,1,1,7.725771442
1.098274138,0.701378726,0,2.095531508,1,1,9.472704636
-0.236350849,-0.354765931,0,-1.221813991,0,1,8.105609402
1.988024129,-0.935645493,0,1.510117596,1,1,8.448914351
-1.570975835,-0.85115392,0,-1.221813991,1,1,6.442540166
-1.570975835,-0.893399706,0,-1.221813991,1,0,5.950642553
1.098274138,-0.470941843,0,-0.246124139,0,1,7.813187268
-0.681225844,-0.81946958,0,-1.221813991,0,1,6.386879319
-0.681225844,-0.777223794,0,-1.221813991,0,1,6.084499413
-1.570975835,-0.935645493,1,-0.050986168,0,1,5.442417711
-0.236350849,-0.935645493,1,-1.221813991,1,0,6.903747258
-0.681225844,-0.935645493,0,-1.221813991,0,1,6.525029658
1.543149133,-0.925084046,1,-1.612089932,0,1,7.836369761
-0.236350849,0.28948231,0,-1.416951962,0,1,8.154787573
1.988024129,4.186656096,1,1.119841655,1,1,11.46163217
0.208524147,5.59132849,0,-0.246124139,1,1,12.00150548
-0.681225844,-0.175221339,0,1.119841655,1,1,11.58988651
-0.236350849,3.785321126,0,-0.63640008,1,1,10.95080655
0.208524147,-0.132975553,0,-0.83153805,1,1,9.305650552
-1.12610084,0.65913294,0,0.534427743,1,1,10.83958091
-0.236350849,3.130511438,1,0.729565714,1,1,9.392661929
0.208524147,1.504048666,0,-1.612089932,1,1,9.546812609
0.208524147,5.337853773,0,-0.050986168,1,1,8.670257567
-0.681225844,-0.154098446,0,-0.83153805,0,1,10.20359214
0.208524147,0.426781115,0,-1.416951962,1,0,8.754791764
-0.681225844,-0.037922534,0,-0.246124139,1,1,9.392661929
-1.570975835,-0.830031027,1,-0.441262109,0,1,10.30895266
-0.681225844,0.416219669,0,1.314979626,1,1,9.392661929
0.208524147,-0.027361087,0,1.119841655,1,1,9.740968623
-0.681225844,0.352850989,1,1.510117596,0,1,9.680344001
-0.236350849,-0.027361087,0,1.314979626,1,0,9.063231507
0.208524147,0.014884699,0,0.534427743,1,1,8.410053316
0.208524147,0.564079921,0,0.339289773,1,1,8.313361951
-0.236350849,0.152183505,0,0.729565714,1,1,8.639941657
0.208524147,0.849238978,0,-1.612089932,1,1,8.662850764
-1.570975835,0.426781115,0,-0.63640008,1,1,8.660600655
-1.12610084,-0.143537,0,0.924703684,1,1,8.662850764
-0.681225844,-0.48150329,0,-0.050986168,0,1,8.785539528
0.208524147,-0.143537,0,-0.050986168,1,1,8.623173515
0.208524147,0.152183505,0,-1.221813991,1,1,8.55120807
-1.570975835,-0.48150329,0,-1.221813991,0,1,8.04494705
-0.236350849,0.067691932,0,0.339289773,1,1,9.150271846
1.098274138,-0.143537,0,-0.83153805,0,1,7.882692206
-0.681225844,-0.587117756,0,-1.026676021,1,0,8.562166557
-0.681225844,-0.312520145,0,0.729565714,0,1,8.209308412
